Year;Mo;Dy;Hr;Mn;Sec;Tsu;Vol;Location Name;Latitude;Longitude;Focal Depth (km);Mag;MMI Int;Deaths;Death Description;Missing;Missing Description;Injuries;Injuries Description;Damage ($Mil);Damage Description;Houses Destroyed;Houses Destroyed Description;Houses Damaged;Houses Damaged Description;Total Deaths;Total Death Description;Total Missing;Total Missing Description;Total Injuries;Total Injuries Description;Total Damage ($Mil);Total Damage Description;Total Houses Destroyed;Total Houses Destroyed Description;Total Houses Damaged;Total Houses Damaged Description
1769;10;24;13;;0;;;RUSSIA: LAKE BAYKAL (BAIKAL);518;1055;40;73;10;;;;;;;;;;;;;;;;;;;;;;;;
1769;;;;;0;;;SWITZERLAND;469;95;;;5;;;;;;;;3;;;;;;;;;;;;;;;;
1770;1;;;;;;;GREECE:  ST MAURA;38717;2065;;;;;3;;;;;;2;700;3;;;;3;;;;;;2;700;3;;
1770;5;27;;;;;;JAPAN:  MORIOKA;386;142;;74;;;2;;;;;;;;;;;;;;;;;;;;;;
1770;6;3;19;15;;501;;HAITI: PORT:AU:PRINCE;185;-734;10;75;10;200;3;;;;;;3;;;;;200;3;;;;;;3;;;;
1770;9;26;;;;;;CHINA:  YUNNAN PROVINCE;246;999;;55;7;;;;;;;;1;80;2;;;;;;;;;;1;80;2;;
1770;12;;;;;502;;PHILIPPINES:  MANILA;146;12098;;;8;;;;;;;;2;;3;;;;;;;;;;2;;3;;
1770;;;;;;500;7542;INDONESIA:  SUMATRA:;-5;102;;7;;;;;;;;;3;;3;;;;;;;;;;3;;3;;
1771;2;1;;;0;;;PHILIPPINES:  MANILA;142;121;;;8;;;;;;;;3;;;;;;;;;;;;;;;;
1771;4;24;;;;503;;JAPAN:  RYUKYU ISLANDS;24;1243;;74;;;;;;;;;;;;;;13486;4;;;;;;4;3237;4;;
1771;9;3;13;;0;;;JAMAICA:  PORT ROYAL,KINGSTON;176;-765;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1772;5;12;;;0;;;GREECE:ALBANIA;395;20;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1772;6;3;;;0;;;JAPAN:  SANRIKU,RIKUZEN,RIKUCHU;393;1427;;74;;;2;;;;;;;;;;;;;;;;;;;;;;
1772;6;;;;0;;;FRANCE:  CLANSAYES,ST RAPHAEL;444;48;;;8;;;;;;;;2;;;;;;;;;;;;;;;;
1773;5;6;;;0;2767;;MOROCCO:  TANGIERS;358;-583;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1773;6;3;;;;507;;GUATEMALA: ST. JAGO;146;-907;;;;8000;4;;;;;;4;;4;;4;8000;4;;;;;;4;;4;;
1773;7;29;;;;;;GUATEMALA:  ANTIGUA;146;-907;;;;100;2;;;;;;2;;2;;2;100;2;;;;;;2;;2;;
1774;9;10;15;25;0;;;SWITZERLAND;469;87;;;8;;2;;;;;;3;;;;;;;;;;;;;;;;
1774;11;6;;;;;;MEXICO:  JALISCO,ZACATECAS;2204;-10373;;;9;;;;;;;;2;;;;4;;;;;;;;2;;;;4
1774;;;;;0;510;;CANADA:  NEWFOUNDLAND;47;-55;;;;300;3;;;;;;;;;;;;;;;;;;;;;;
1774;;;;;;;;FRENCH GUIANA:  CAYENNE;49;-523;;;;;;;;;;;3;;;;;;;;;;;;3;;;;
1775;2;11;;;;2768;;CUBA:  SANTIAGO DE CUBA;199;-76;;;;;;;;;;;;;;;;;;;;;;;3;;;;
1775;3;;;;;2389;;HAITI: UNKNOWN LOCATION;19;-724;;;;;;;;;;;1;;;;;;;;;;;;3;;;;
1775;4;18;;;;513;;INDONESIA:  BANDA SEA;-37;1282;;;;;;;;;;;1;;;;;;;;;;;;1;;;;
1775;10;13;10;;0;;;BALKANS NW:  CROATIA:  BEDEKOVCINA;46;159;;;10;;;;;;;;3;;;;;;;;;;;;;;;;
1775;12;18;;;;517;;HAITI: UNKNOWN LOCATION;19;-724;;;;;;;;;;;1;;;;;;;;;;;;3;;;;
1775;12;;;;0;;;VENEZUELA:  TRUJILLO;92;-703;;;8;;;;;;;;2;;;;;;;;;;;;;;;;
1776;1;30;;;0;;;DOMINICAN REPUBLIC:  PUERTO RICO: W;19;-704;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1776;4;21;;;;;;MEXICO: GUERRERO, MORELOS, OAXACA, MEXICO CITY;167;-992;;;8;;;;;;;;3;;;;;;;;;;;;3;;;;
1776;12;;;;;;;TAIWAN:  JIAYI, KAGI;235;1206;;55;7;;3;;;;;;2;;2;;;;3;;;;;;2;;2;;
1777;;;;;0;;;MOROCCO:  TANGIER,SALE;355;-54;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1777;;;;;;;;MEXICO:  JALISCO;203;-1037;;;;;;;;;;;2;;;;;;;;;;;;2;;;;
1778;1;30;;;0;;;IRAN:  KASHAN;336;513;;;;30000;4;;;;;;3;;;;;;;;;;;;;;;;
1778;6;16;;;0;;;TURKEY;385;27;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1778;12;15;;;0;;;IRAN:  KASHAN;339;513;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1779;12;27;;;0;;;IRAN:  TABRIZ;38;467;;65;7;10000;4;;;;;;3;;;;;;;;;;;;;;;;
1780;1;8;19;30;;;;IRAN:  TABRIZ;38;462;20;77;9;50000;4;;;;;;4;;4;;;50000;4;;;;;;4;;4;;
1780;6;29;;;;524;;RUSSIA:  KURIL ISLANDS;453;1512;40;75;;;;;;;;;;;;;;12;1;;;;;;1;;1;;
1780;9;21;;;;5849;;BALKANS NW:  MONTENEGRO;424;188;;;10;;;;;;;;3;;;;;;;;;;;;3;;;;
1780;10;3;;;0;526;;JAMAICA:  SAVANNA LA MAR;182;-781;;;;300;3;;;;;;;;;;;;;;;;;;;;;;
1780;10;28;;;0;;;GREECE:  CRETE;35;258;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1781;6;3;10;;;;;ITALY:  CIVITANOVA MARCHE, CAGLI;436;135;;;10;;;;;;;;3;;;;;;;;;;;;;;;;
1781;8;1;;;0;530;;JAMAICA: UNKNOWN LOCATION;181;-773;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1781;;;;;;;;IRAQ:  AL:MAWSIL (MOSUL);363;431;;;10;80;2;;;;;;2;;;;;80;2;;;;;;2;;;;
1782;5;22;;;;533;;TAIWAN:  TAINAN;245;1205;;;;40000;4;;;;;;3;;3;;;40000;4;;;;;;3;;3;;
1782;8;22;;;;534;;TOKAIDO, JAPAN;351;1397;;73;;;;;;;;;3;1000;3;;;;3;;;;;;3;1000;3;;
1783;2;5;8;0;;3208;;ITALY:  TYRRHENIAN CALABRIA;389;171;;;3;;;;;;;;;;;;;;;;;;;;;;;;
1783;2;5;12;0;;2769;;ITALY:  TYRRHENIAN CALABRIA;383;15967;13;69;11;30000;4;;;;;;4;;4;;;30000;4;;;;;;4;;4;;
1783;2;6;0;20;;3209;;ITALY:  MESSINA STRAITS;38217;15633;6;59;8;;;;;;;;;;;;;1500;4;;;;;;;;;;
1783;2;7;13;10;;3689;;ITALY:  TYRRHENIAN CALABRIA;38583;162;;66;10;;;;;;;;3;;3;;;;;;;;;;3;;3;;
1783;2;7;15;0;;;;ITALY:  MESSINA STRAITS;382;1555;;;9;;;;;;;;3;;3;;;;;;;;;;3;;3;;
1783;3;1;1;40;;3210;;ITALY:  TYRRHENIAN CALABRIA;38767;163;;59;9;;;;;;;;3;;3;;;;;;;;;;3;;3;;
1783;3;20;;;0;;;TURKEY:  AMAXIKI;387;307;;;10;26;1;;;;;;;;;;;;;;;;;;;;;;
1783;3;28;18;55;;3211;;ITALY:  TYRRHENIAN CALABRIA;38783;16467;;69;10;;3;;;;;;3;;3;;;;3;;;;;;3;;3;;
1783;7;29;;;;;;ITALY:  GERACE;383;163;;;;;;;;;;;3;;3;;3;;;;;;;;3;;3;;
1783;;;;;0;;;DOMINICAN REPUBLIC:  SANTIAGO DE LOS CABALLEROS;193;-704;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1784;1;7;;;;3212;;ITALY:  IONIAN CALABRIA;38317;164;;41;6;;;;;;;;;;;;;;;;;;;;;;;;
1784;1;19;;;;3213;;ITALY:  MESSINA STRAITS;38167;15633;;41;6;;;;;;;;;;;;;;;;;;;;;;;;
1784;3;28;;;;539;;MEXICO:  GUERRERO, ACAPULCO;169;-999;;;;;1;;;;;;3;;;;;;1;;;;;;3;;;;
1784;4;2;;;;;;MEXICO:  OAXACA;17;-963;;;;;;;;;;;2;;;;;;;;;;;;2;;;;
1784;5;13;12;35;;3685;;PERU:  AREQUIPA,CAMANA,MOQUEGUA,TAMBO;-165;-72;;8;10;383;3;;;;;;3;;3;;;383;3;;;;;;3;;3;;
1784;7;23;;;0;;;TURKEY:  ERZURUM,ERZINCAN;397;395;;;;5000;4;;;;;;3;;;;;;;;;;;;;;;;
1784;7;29;14;10;0;;;HAITI:  PETIT GOAVE,LEOGANE,PORT:AU:PRINCE;185;-723;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1784;8;14;;;0;;;ICELAND:  SOUTHLAND,ARNESSYSLA,BANGAR,SYSLA;638;-205;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1784;8;15;;;0;;;SPAIN:  L'ARNES SYSSEL;409;3;;;9;;;;;;;;2;;;;;;;;;;;;;;;;
1784;11;;;;;;;INDIA:  KASHMIR:  SRINAGAR;341;748;;;8;;3;;;;;;2;;2;;;;3;;;;;;2;;2;;
1785;1;30;;;;;;GREECE:  PATRAI (PATRAS), ZAKYNTHOS (ZANTE);382;217;;;9;38;1;;;;;;2;;;;;38;1;;;;;;2;;;;
1785;4;18;;;;;;CHINA:  GANSU PROVINCE:  HUIHUIPU;399;98;;6;8;36;1;;;;;;2;;2;;;36;1;;;;;;2;;2;;
1785;7;12;12;45;;;;COLOMBIA:  BOGOTA,ENGATIVA,CAXICA,SOACHA;46;-74;;;8;12;1;;;;;;2;;2;;;12;1;;;;;;2;;2;;
1786;2;5;;;;;;GREECE:  CORFU (KERKIRA);397;198;;;;120;3;;;;;;3;;;;;120;3;;;;;;3;;;;
1786;3;9;;;;;;ITALY:  SICILY, MELAZZO;382;152;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1786;6;1;;;;;;CHINA:  SICHUAN PROVINCE:  S OF KANGDING;298;1021;;75;9;435;3;;;;;;3;;3;;;435;3;;;;;;3;;3;;
1786;6;18;;;;;;CHINA:  XINJIANG;44;808;;6;8;;;;;;;;2;;3;;;;;;;;;;2;;3;;
1786;;;;;0;;;VENEZUELA:  MERIDA;85;-712;;;8;;;;;;;;2;;;;;;;;;;;;;;;;
1787;3;28;17;30;;544;;MEXICO:  SAN MARCOS, OAXACA;165;-985;;83;;;;;;;;;3;;3;;;11;1;;;;1;;3;;3;;
1787;4;3;15;30;;545;;MEXICO:  SAN MARCOS, OAXACA;155;-97;;73;;;;;;;;;2;;;;;;;;;;;;2;;;;
1787;5;2;;;0;;;PUERTO RICO:  ARECIBO,MAYAGUEZ,SAN JUAN,CAGUAS;183;-664;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1787;5;10;;;0;;;PUERTO RICO:  PONCE,SAN JUAN;18;-664;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1787;5;;;;0;;;PHILIPPINES:  PANAY,CAPIZ,ILOILO;108;1225;;;10;;3;;;;;;2;;;;;;;;;;;;;;;;
1787;7;12;22;45;;;;PHILIPPINES:  PANAY:  ILOILO,ANTIQUE,BUENAVISTA;107;1225;;;10;;3;;;;;;3;;;;;;;;;;;;;;;;
1787;10;27;;;;547;;JAMAICA: MONTEGO BAY;1847;-7792;;;;;;;;;;;;;;;;;;;;;;;;;;;
1788;7;21;;;;549;;ALASKA PENINSULA: UNGA ISLAND;57;-153;;8;7;;;;;;;;;;;;;;3;;;;;;1;;1;;
1788;8;6;;;;551;;ALASKA PENINSULA;55;-161;;8;;;;;;;;;;;;;;;3;;;;;;;;;;
1788;10;12;;;0;;;SAINT LUCIA;14;-61;;;9;900;3;;;;;;3;;;;;900;;;;;;;3;;;;
1788;;;;;0;;;TOGO:  AGUNAH, KANA: BENIN:  ABOMEY;76;17;;56;8;;;;;;;;2;;;;;;;;;;;;;;;;
1789;6;7;;;;;;CHINA:  YUNNAN PROVINCE:  TONGHAI, HUANING;242;1028;;65;9;;3;;;;3;;3;;3;;;;3;;;;3;;3;;3;;
1789;9;30;4;15;0;;;ITALY:  CITTA DI CASTELLO,SANSEPOLCRO;435;122;;;10;500;3;;;;;;3;;;;;;;;;;;;;;;;
1789;11;7;;;;;;CHINA:  SHAANXI PROVINCE:  TONGGUAN;346;1103;;5;6;;2;;;;;;1;;1;;;;2;;;;;;1;;1;;
1790;10;9;1;15;;3075;;ALGERIA:  ORAN: SPAIN:  CARTAGENA, SANTA FE;357;-6;;;10;3000;4;;;;;;3;;3;;;3000;4;;;;;;3;;3;;
1790;12;2;1;;0;;;RUSSIA:  NEAR KAMCHATKA;54;162;20;75;10;;;;;;;;;;;;;;;;;;;;;;;;
1791;4;8;;;;;;CHINA:  FUJIAN PROVINCE;245;1177;;55;7;;;;;;;;2;;3;;;;;;;;;;2;;3;;
1791;4;15;;;;556;;RUSSIA:  KAMCHATKA;56;163;20;68;9;;;;;;;;;;;;;;;;;;;;;;;;
1791;9;13;;;;558;;JAPAN:  OSAKA BAY;345;1354;;65;;;2;;;;;;1;;;;;;2;;;;;;1;;;;
1791;10;12;17;;;;;ITALY:  MONTELEONE,SORIANO CALABRO, CAPRI;385;161;;;9;15;1;;;;;;2;;;;;;;;;;;;;;;;
1791;10;22;;;;;;GREECE:  ZAKINTHOS (ZANTE);375;203;;;10;22;1;;;;;;3;;;;;;;;;;;;;;;;
1791;11;2;21;;;559;;GREECE:  ZANTE, GASTUNI;358;21;;7;10;50;1;;;80;2;;3;;3;;;50;1;;;80;2;;3;;3;;
1791;;;;;0;;;IRAN:  KHOT,TABRIZ,REZAIYEH,KHANEH,VAN,ERZERUM;38;462;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1791;;;;;;;;GUATEMALA:  SAN MARCOS;146;-915;;;;;;;;;;;3;;;;;;;;;;;;3;;;;
1791;;;;;;;;MOROCCO:  MELILLA;353;-297;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1792;5;21;;;;568;932;JAPAN:  KYUSYU ISLAND;328;1303;;64;;;;;;;2;;2;;2;;;15030;4;;;707;3;;4;6200;4;;
1792;6;13;;;;569;;JAPAN:  W. HOKKAIDO ISLAND;435;1406;;69;;;;;;;;;;;;;;;2;;;;;;1;;;;
1792;8;9;;;;3577;;TAIWAN:  JIAYI, TAINAN;236;1205;;68;9;252;3;;;432;3;;3;14889;4;;;252;3;;;432;3;;3;14889;4;;
1792;8;22;18;;0;570;;RUSSIA:  NEAR KAMCHATKA;54;162;40;84;11;;;;;;;;;;;;;;;;;;;;;;;;
1792;9;7;;;;;;CHINA:  SICHUAN PROVINCE:  N OF QIANNING;31;1015;;6;8;205;3;;;;;;2;;3;;;205;3;;;;;;2;;3;;
1792;;;;;;560;;ALASKA:  KODIAK ISLAND;57;-152;;;7;;;;;;;;1;;;;;;;;;;;;1;;;;
1793;2;8;3;;;572;;JAPAN:   AOMORI;4085;13995;;69;;12;1;;;;;;2;164;3;;;12;1;;;;;;2;164;3;;
1793;2;17;;;;573;;JAPAN:  SANRIKU,RIKUZEN,RIKUCHU;385;144;;83;;25;1;;;;;;3;1060;4;;;745;3;;;;;;3;1160;4;;
1793;4;12;;;0;;;HAITI:  SANTO DOMINGO (ST DOMINGUE);19;-723;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1793;5;15;;;;;;CHINA:  SICHUAN PROVINCE:  NEAR QIANNING;306;1015;;6;8;200;3;;;30;1;;2;;3;;;200;3;;;30;1;;2;;3;;
1793;7;;;;0;;;AZORES:  FLORES;393;-311;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1794;3;14;;;0;;;IRAN:  KASHAN;34;514;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1794;9;10;;;;;;VENEZUELA:  CUMANA;1047;-6417;;;9;;;;;;;;2;;3;;;;;;;;;;2;;3;;
1795;5;20;22;;;;;SIERRA LEONE;93;-134;;52;5;;;;;;;;2;;;;;;;;;;;;;;;;
1795;5;23;;;;;;MEXICO:  OAXACA;17;-963;;;9;;;;;;;;3;;;;1;;;;;;;;3;;;;1
1795;;;;;;5585;;TRINIDAD:  PORT:OF:SPAIN;107;-617;;;;;;;;;;;2;;2;;;;;;;;;;2;;2;;
1796;2;15;;;0;;;COLOMBIA:  N SANTANDER,PAMPLONA;74;-727;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1796;2;26;;;0;;;SYRIA:  AL:LADHIQIYAH (LATAKIA);352;358;;;9;1500;4;;;;;;3;;;;;;;;;;;;;;;;
1796;3;18;;;0;;;ITALY:  CASAMICCIOLA;405;139;;;;7;1;;;;;;2;;;;;;;;;;;;;;;;
1796;3;30;10;45;;;;CHILE:  COPIAPO, VALLENAR, HUASCO, COQUIMBO;-2735;-7035;;77;11;;1;;;;;;2;;3;;;;1;;;;;;2;;3;;
1796;11;5;6;;;3682;;PHILIPPINES:   LUZON:  PANGASINAN, BAGUIO, ZAMBALES;16;1195;;;9;;;;;;;;3;;;;;;;;;;;;3;;;;
1797;2;4;12;30;;;;ECUADOR:  RIOBAMBA, QUITO, CUZCO;-164;-7867;;83;11;40000;4;;;;;;4;;4;;;40000;4;;;;;;4;;4;;
1797;2;10;;;;576;;SW. SUMATRA;1;99;;8;9;;;;;;;;1;;;;;300;3;;;;;;2;;3;;
1797;12;14;;;;;;VENEZUELA:  CUMANA, CARIACO;106;-641;;;9;16000;4;;;;;;3;;3;;;16000;4;;;;;;3;;3;;
1798;2;2;;;;;;EL SALVADOR:  SAN SALVADOR;;;;;;;3;;;;;;4;;;;;;3;;;;;;4;;;;
1798;2;22;;;0;579;;COSTA RICA: MATINA;102;-829;;;6;;;;;;;;;;;;;;;;;;;;;;;;
1798;5;26;;;0;;;ITALY:  FIRENZE (FLORENCE);435;112;;;10;;;;;;;;3;;;;;;;;;;;;;;;;
1798;6;;;;0;;;GREECE:  S;362;23;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1798;8;24;;;;;;CHILE:  COPIAPO;-2735;-7035;;;;;;;;;;;2;;2;;;;;;;;;;2;;2;;
1799;1;25;;;0;;;FRANCE:  MACHECOUL,BOUIN,ST GILLES,NANTES;469;-2;;;8;;;;;;;;2;;;;;;;;;;;;;;;;
1799;6;29;;;;583;;JAPAN:  SW. HONSHU ISLAND;366;1366;;64;;;;;;;;;;;;;;;3;;;;;;2;;;;2
1799;7;28;;;0;;;ITALY:  CAMERINO;431;13;;;10;60;2;;;;;;3;;;;;;;;;;;;;;;;
1799;7;29;20;;0;;;ITALY:  CAMERINO;431;131;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1799;8;27;;;;;;CHINA:  YUNNAN PROVINCE;238;1024;;65;9;2000;4;;;;;;4;15236;4;;;2000;4;;;;;;4;15236;4;;
1799;9;;;;;;;COLOMBIA:  CARTAGO;75;-735;;5;7;;;;;;;;3;;;;;;;;;;;;3;;;;
1799;;;;;0;;;UZBEKISTAN:  UZGUT;394;672;10;6;9;;;;;;;;3;;;;;;;;;;;;;;;;
1799;;;;;;581;;PERU:  LIMA, CALLAO;-12;-77;;;;;;;;;;;;;;;;;;;;;;;;;;;
1800;3;8;;;;;;MEXICO:  MEXICO CITY,OAXACA;192;-991;;;7;;;;;;;;2;;;;;;;;;;;;2;;;;
1800;;;;;;;;CANARY ISLANDS:  PENON DE LA GOMERA;281;-171;;;;;;;;;;;;;;;;;;;;;;;;;;;
1800;;;;;;;;IRAN:  DAMAVAND;362;533;;65;;;;;;;;;3;;;;;;;;;;;;;;;;
1801;5;14;21;30;0;;;SWITZERLAND;469;86;;;4;;2;;;;;;;;;;;;;;;;;;;;;;
1801;10;5;;;;;;MEXICO:  OAXACA;162;-961;;7;;7;1;;;;2;;3;;;;;7;1;;;;2;;3;;;;
1802;3;19;;;0;585;;ANTIGUA ISLAND &  ST. CHRISTOPHER;172;-624;;;;;;;;;;;;;;;;;;;;;;;;;;;
1802;5;12;9;30;0;;;ITALY:  SONCINO;455;10;;;9;;;;;;;;2;;;;;;;;;;;;;;;;
1802;8;15;;;;2376;;VENEZUELA: CUMANA;103;-645;;;;;;;;;;;;;;;;;;;;;;;;;;;
1802;8;;;;;586;;INDONESIA:  BANDA SEA;-37;1282;;;10;;;;;;;;;;;;;;;;;;;;2;;;;
1802;10;26;10;55;0;5843;;ROMANIA:  CARPATHIAN FOLD,VRANCEA;457;266;150;74;10;;;;;;;;2;;;;2;;;;;;;;2;;;;2
1802;11;7;;;;3215;;ALGERIA:  KOLEA, BLIDA, ALGIERS;365;29;;;;;3;;;;;;3;1100;4;1100;4;;3;;;;;;3;1100;4;;
1802;12;9;5;;;588;;JAPAN:  NW HONSHU:  SADO ISLAND, OGI;377;1383;;66;;19;1;;;;;;3;1060;4;;;19;1;;;;;;3;1060;4;;
1803;2;1;;;;;;CHINA:  YUNNAN PROVINCE;256;1006;;6;8;200;3;;;;;;2;;2;;;;;;;;;;2;;2;;
1803;9;1;;;0;;;INDIA:  UTTARAKHAND, MATHURA (MUTTRA);31;79;;75;;;3;;;;;;3;;3;;3;;3;;;;;;3;;3;;3
1804;1;8;;;0;590;;GREECE:  ACHAIA:  PATRAI (PATRAS);383;218;;;9;;2;;;;;;;;;;;;;;;;;;;;;;
1804;1;13;17;45;;4278;;SPAIN:  ALMERIA:  DALIAS;36833;-2833;;;8;;;;;;;;1;;1;;1;;;;;;;;1;;1;;1
1804;6;8;1;;0;591;;GREECE:  PATRAI;382;218;;;10;;2;;;;;;3;;;;;;;;;;;;;;;;
1804;7;10;13;;;593;;JAPAN:  KISAKATA;3905;13995;;73;;450;3;;;;;;4;10810;4;;;450;3;;;;;;4;10810;4;300;3
1804;8;25;8;30;;;;SPAIN: ALMERIA, DALIAS, ROQUETAS;369;-24;;;10;173;3;;;200;3;;3;2500;4;4000;4;173;3;;;200;3;;3;2500;4;4000;4
1805;1;27;13;;0;;;VENEZUELA:  CUMANA;105;-642;;;8;;;;;;;;2;;;;;;;;;;;;;;;;
1805;6;16;8;15;0;;;COLOMBIA:  HONDA,MARIQUITA;537;-7487;15;61;8;200;3;;;;3;;3;;3;;3;200;3;;;;3;;3;;3;;3
1805;7;26;20;57;;;;ITALY:  MOLISE, ROSOLONE, NAPOLI (NAPLES), ISERNIA;412;147;;;11;5600;4;;;;;;4;;;;;;;;;;;;;;;;
1805;;;;;0;;;IRAN:  BABOL;363;524;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1806;3;25;8;;;2467;;CALIFORNIA:  SANTA BARBARA;344;-1197;;;6;;;;;;;;1;;;;;;;;;;;;1;;;;
1806;3;25;;;;;;MEXICO:  JALISCO,OAXACA,MICHOACAN;2034;-105;;75;8;2000;4;;;;;;4;;3;;;2000;4;;;;;;4;;3;;
1806;6;11;;;;;;CHINA:  TIBET (XIZANG PROVINCE):  SHANNAN (LHOKA);285;92;;77;;100;2;;;;;;2;;3;;;100;2;;;;;;2;;3;;
1806;8;26;13;20;;3218;;ITALY:  TYRRHENIAN SEA;417;127;;;8;;;;;;;;;;;;;;;;;;;;;;;;
1806;12;1;23;;;596;;PERU:  LIMA;-121;-771;30;75;8;;;;;;;;1;;;;;;;;;;;;1;;;;
1808;4;2;16;43;;3219;;ITALY:  VALLEY OF PELLICE, CHISONE;44833;725;;57;9;2;1;;;;;;1;;;;;2;1;;;;;;1;;;;
1808;4;;;;;;;MOROCCO:  MELILLA;353;-297;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1808;8;8;;;;599;;E. AWA, TOKUSHIMA PREFECTURE;339;1348;;65;;;;;;;;;;;;;;;;;;;;;;;;;
1808;10;9;;;0;;;IRAN:  DODANGEH, E MAZANDARAN;363;533;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1808;12;16;;;0;;;IRAN:  QAZVIN:TALEQAN;362;50;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1808;;;;;;;;ECUADOR:  QUITO;-217;-785;;;;;;;;;;;1;;;;;;;;;;;;1;;;;
1809;12;4;;;;602;;SOUTH AFRICA:  CAPE OF GOOD HOPE;-3388;1845;;;;;;;;;;;1;;1;;;;;;;;;;1;;1;;
1809;12;7;;;0;;;IRAN:  SARI,AMOL,MAZANDARAN;363;53;;;;;;;;;;;3;;;;;;;;;;;;;;;;
1809;;;;;;2933;;GUAM;14;1433;;;;;;;;;;;;;;;;;;;;;;;;;;;
1810;2;16;;;;3642;;GREECE:  CRETE:  IRAKLION (CANDIA);355;25;100;;10;2000;4;;;;;;3;;3;;3;2000;4;;;;;;3;;3;;
1810;3;20;;;;;;CANARY ISLANDS:  TENERIFE;282;-166;;;9;;3;;;;;;;;;;;;;;;;;;;;;;
1810;8;27;;;;5702;;MEXICO:  BAJA CALIFORNIA: LORETO;26;-11135;;74;9;;;;;;;;2;;1;;1;;;;;;;;2;;1;;1
1810;9;25;;;;603;;JAPAN:  OGA;399;1399;;66;;59;2;;;;;;3;1804;4;;;59;2;;;;;;3;1804;4;;
1810;10;;;;0;;;CUBA:  HAVANA,SANTIAGO DE CUBA;238;-822;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1811;1;1;5;;0;;;GEORGIA:  KAKHETIYA;418;452;7;42;7;;;;;;;;2;;;;;;;;;;;;;;;;
1811;3;18;;;;;;TAIWAN:  DANSHUI:  OFF WEST COAST;252;1213;;7;;21;1;;;21;1;;2;;;;;21;1;;;21;1;;2;;;;
1811;9;27;;;;;;CHINA:  SICHUAN PROVINCE:  E. OF GANZE;317;1003;;65;8;480;3;;;;;;2;598;3;;;480;3;;;;;;2;598;3;;
1811;10;5;;;0;;;PHILIPPINES:  CAMARINES;131;1239;;;9;;;;;;;;2;;;;;;;;;;;;;;;;
1811;11;19;14;15;;604;;CHILE:  VALPARAISO;-3308;-7167;;;;;;;;;;;;;;;;;;;;;;;;;;;
1811;12;16;8;15;;2442;;ARKANSAS: NORTHEAST (NEW MADRID EARTHQUAKES);356;-904;;75;11;;1;;;;;;3;;;;1;;1;;;;;;3;;;;1
1811;12;16;13;15;;2443;;ARKANSAS: NORTHEAST (NEW MADRID EARTHQUAKES);356;-904;;7;10;;;;;;;;;;;;;;;;;;;;;;;;
1812;1;23;15;;0;2444;;MISSOURI:  NEW MADRID;363;-896;;73;10;;;;;;;;3;;;;;;;;;;;;;;;;
1812;2;7;9;45;0;2445;;MISSOURI:  NEW MADRID;365;-896;;75;;;;;;;;;3;;;;3;;;;;1;1;;3;;;;3
1812;3;8;;;;;;CHINA:  XINJIANG PROVINCE;437;83;;8;;;4;;;;;;;;;;;;4;;;;;;;;;;
1812;3;22;;;;;;ITALY:  ROMA (ROME);419;1245;;;7;;;;;;;;2;;;;;;;;;;;;2;;;;
1812;3;23;;;0;;;FRANCE:  BEAUMONT,PIERREVERT,SAINTE TULLE,MANOSQUE;437;57;;;9;;;;;;;;2;;;;;;;;;;;;;;;;
1812;3;26;20;7;;607;;VENEZUELA:  LA GUAIRA;106;-669;33;77;10;26000;4;;;;;;3;;;;;26000;4;;;;;;3;;;;
1812;6;23;;;;3538;;FRANCE:;433;5366;;;;;;;;;;;;;;;;;;;;;;;;;;;
1812;11;11;10;50;0;608;;JAMAICA:  KINGSTON;18;-768;;;;;2;;;;;;2;;;;3;;2;;;;;;2;;;;3
1812;12;7;;;0;;;JAPAN;354;1396;;66;;;3;;;;;;;;;;;;;;;;;;;;;;
1812;12;8;15;;;;;CALIFORNIA:   SAN JUAN CAPISTRANO;3437;-11765;;69;8;40;1;;;;;;2;;;;1;40;1;;;;;;2;;;;1
